cd-hit,0,187.988467672678,495
cd-hit,1,5469,1
cd-hit,2,5469,1
cd-hit,3,202,2
cd-hit,4,5469,1
usearch,0,185.024161095606,497
usearch,1,5469,1
usearch,2,202,2
VeGETA,0,13.3956043956044,14
VeGETA,1,27.3970588235294,17
VeGETA,10,8.71282051282051,40
VeGETA,11,95.5057471264368,30
VeGETA,12,119.422872340426,48
VeGETA,2,16.0293069306931,101
VeGETA,3,6.25,8
VeGETA,4,27.2006664198445,74
VeGETA,5,14.4,21
VeGETA,6,13.1816091954023,30
VeGETA,7,36.1779661016949,60
VeGETA,8,11.3856209150327,18
VeGETA,9,173.207207207207,37
