cd-hit,0,67.1462000858738,137
usearch,0,68.1482314710661,127
usearch,1,66.4222222222222,10
VeGETA,0,37.8111111111111,36
VeGETA,1,82.4123076923077,26
VeGETA,2,60.3913043478261,69
